iso3,category,indicator,value,unit,year,source
FIN,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
ZMB,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
RWA,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
FJI,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
CHN,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
FRA,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
TJK,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
NER,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
LAO,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
SLB,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
HRV,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
AUT,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
TWN,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
NIC,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
LVA,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
LBN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
LSO,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
CIV,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SOM,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
NZL,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
AZE,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SYR,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
LBR,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
CUB,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
LBY,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
KGZ,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
CPV,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
CMR,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
MKD,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
JPN,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
AUS,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
TGO,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
BEN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
JOR,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
CZE,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
THA,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
CAN,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
PRK,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
KAZ,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
KEN,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
CYP,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
KWT,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
SVN,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
TZA,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
NGA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
TTO,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
CAF,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
CRI,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
MRT,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SDN,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
MUS,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
COG,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
MOZ,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
BRB,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
MEX,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
COM,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SSD,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
LKA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
COL,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BLR,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
MDA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ESP,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
MAR,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
MNG,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
MNE,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
MMR,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
NLD,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
SUR,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
KOR,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
ZAF,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BHR,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
LTU,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
CHE,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
LUX,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
TCD,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
NPL,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BEL,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
MDG,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
MWI,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
SWE,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
MYS,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
CHL,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
NAM,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
MDV,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BGD,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
MLI,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
MLT,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
SVK,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
COD,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
JAM,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
GRC,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ERI,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
SEN,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
UZB,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
GTM,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BGR,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
POL,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
GIN,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
URY,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
BOL,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
GNB,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
GUY,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
GNQ,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
PHL,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
DZA,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
USA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
HTI,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
VUT,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
SRB,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
PRT,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ALB,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
YEM,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
GAB,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
GMB,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ETH,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
BWA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ROU,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BIH,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
VNM,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
VEN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
GEO,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SWZ,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
BRA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
QAT,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
AFG,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
DEU,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
GHA,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
EST,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
SAU,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
HND,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
SLV,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
PER,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
TLS,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ARG,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
TUR,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SGP,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
IRQ,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
DOM,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
OMN,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
IRL,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
DJI,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
BTN,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
ARM,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
TUN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
NOR,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
ISR,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
DNK,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
ITA,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
KHM,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
IRN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
PAK,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
TKM,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
IDN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
HKG,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
AGO,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
GBR,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BFA,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
PRY,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
HUN,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
ISL,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
EGY,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
STP,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
SYC,politics,regime_type,liberal democracy,,2025,V-Dem via Our World in Data
PNG,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
ARE,politics,regime_type,closed autocracy,,2025,V-Dem via Our World in Data
UKR,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
IND,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
ECU,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
UGA,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
SLE,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
PAN,politics,regime_type,electoral democracy,,2025,V-Dem via Our World in Data
BDI,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
ZWE,politics,regime_type,electoral autocracy,,2025,V-Dem via Our World in Data
ANT,geography,population_density,247.5,people/km²,2010,UN via Our World in Data
LBY,geography,population_density,4.2,people/km²,2025,UN via Our World in Data
ZMB,geography,population_density,29.5,people/km²,2025,UN via Our World in Data
PLW,geography,population_density,38.5,people/km²,2025,UN via Our World in Data
GMB,geography,population_density,278.9,people/km²,2025,UN via Our World in Data
PAK,geography,population_density,331.1,people/km²,2025,UN via Our World in Data
GEO,geography,population_density,54.8,people/km²,2025,UN via Our World in Data
OMN,geography,population_density,17.8,people/km²,2025,UN via Our World in Data
DEU,geography,population_density,240.6,people/km²,2025,UN via Our World in Data
NOR,geography,population_density,15.4,people/km²,2025,UN via Our World in Data
GHA,geography,population_density,154.1,people/km²,2025,UN via Our World in Data
MNP,geography,population_density,94.7,people/km²,2025,UN via Our World in Data
MKD,geography,population_density,71.9,people/km²,2025,UN via Our World in Data
GIB,geography,population_density,4015.2,people/km²,2025,UN via Our World in Data
GRC,geography,population_density,77.1,people/km²,2025,UN via Our World in Data
PRK,geography,population_density,220.7,people/km²,2025,UN via Our World in Data
GRL,geography,population_density,0.1,people/km²,2025,UN via Our World in Data
NIU,geography,population_density,7.1,people/km²,2025,UN via Our World in Data
NGA,geography,population_density,260.8,people/km²,2025,UN via Our World in Data
GRD,geography,population_density,345.0,people/km²,2025,UN via Our World in Data
NER,geography,population_density,22.0,people/km²,2025,UN via Our World in Data
GLP,geography,population_density,230.7,people/km²,2025,UN via Our World in Data
GUM,geography,population_density,313.0,people/km²,2025,UN via Our World in Data
NIC,geography,population_density,58.2,people/km²,2025,UN via Our World in Data
GTM,geography,population_density,174.4,people/km²,2025,UN via Our World in Data
NZL,geography,population_density,19.9,people/km²,2025,UN via Our World in Data
GIN,geography,population_density,61.5,people/km²,2025,UN via Our World in Data
NCL,geography,population_density,16.2,people/km²,2025,UN via Our World in Data
GAB,geography,population_density,10.1,people/km²,2025,UN via Our World in Data
GNB,geography,population_density,80.0,people/km²,2025,UN via Our World in Data
PSE,geography,population_density,927.7,people/km²,2025,UN via Our World in Data
PAN,geography,population_density,61.6,people/km²,2025,UN via Our World in Data
RWA,geography,population_density,590.6,people/km²,2025,UN via Our World in Data
EGY,geography,population_density,118.9,people/km²,2025,UN via Our World in Data
RUS,geography,population_density,8.8,people/km²,2025,UN via Our World in Data
SLV,geography,population_density,307.2,people/km²,2025,UN via Our World in Data
GNQ,geography,population_density,69.1,people/km²,2025,UN via Our World in Data
ROU,geography,population_density,82.2,people/km²,2025,UN via Our World in Data
ERI,geography,population_density,29.8,people/km²,2025,UN via Our World in Data
REU,geography,population_density,351.6,people/km²,2025,UN via Our World in Data
QAT,geography,population_density,271.2,people/km²,2025,UN via Our World in Data
EST,geography,population_density,31.4,people/km²,2025,UN via Our World in Data
PRI,geography,population_density,364.7,people/km²,2025,UN via Our World in Data
PRT,geography,population_density,113.7,people/km²,2025,UN via Our World in Data
SWZ,geography,population_density,73.0,people/km²,2025,UN via Our World in Data
POL,geography,population_density,124.6,people/km²,2025,UN via Our World in Data
ETH,geography,population_density,120.0,people/km²,2025,UN via Our World in Data
FLK,geography,population_density,0.3,people/km²,2025,UN via Our World in Data
PHL,geography,population_density,391.7,people/km²,2025,UN via Our World in Data
FRO,geography,population_density,40.9,people/km²,2025,UN via Our World in Data
PER,geography,population_density,27.0,people/km²,2025,UN via Our World in Data
FJI,geography,population_density,51.1,people/km²,2025,UN via Our World in Data
PRY,geography,population_density,17.7,people/km²,2025,UN via Our World in Data
FIN,geography,population_density,18.5,people/km²,2025,UN via Our World in Data
PNG,geography,population_density,23.8,people/km²,2025,UN via Our World in Data
FRA,geography,population_density,121.7,people/km²,2025,UN via Our World in Data
GUF,geography,population_density,3.8,people/km²,2025,UN via Our World in Data
PYF,geography,population_density,81.4,people/km²,2025,UN via Our World in Data
SHN,geography,population_density,13.4,people/km²,2025,UN via Our World in Data
NLD,geography,population_density,544.9,people/km²,2025,UN via Our World in Data
NPL,geography,population_density,206.6,people/km²,2025,UN via Our World in Data
MRT,geography,population_density,5.2,people/km²,2025,UN via Our World in Data
JPN,geography,population_density,337.7,people/km²,2025,UN via Our World in Data
MTQ,geography,population_density,321.2,people/km²,2025,UN via Our World in Data
JOR,geography,population_density,129.7,people/km²,2025,UN via Our World in Data
MHL,geography,population_density,201.7,people/km²,2025,UN via Our World in Data
MLT,geography,population_density,1704.4,people/km²,2025,UN via Our World in Data
KAZ,geography,population_density,7.7,people/km²,2025,UN via Our World in Data
KEN,geography,population_density,101.1,people/km²,2025,UN via Our World in Data
MLI,geography,population_density,20.7,people/km²,2025,UN via Our World in Data
KIR,geography,population_density,168.5,people/km²,2025,UN via Our World in Data
MDV,geography,population_density,1765.6,people/km²,2025,UN via Our World in Data
KWT,geography,population_density,282.0,people/km²,2025,UN via Our World in Data
MYS,geography,population_density,109.5,people/km²,2025,UN via Our World in Data
KGZ,geography,population_density,38.0,people/km²,2025,UN via Our World in Data
MWI,geography,population_density,235.6,people/km²,2025,UN via Our World in Data
LAO,geography,population_density,34.1,people/km²,2025,UN via Our World in Data
MDG,geography,population_density,56.3,people/km²,2025,UN via Our World in Data
LVA,geography,population_density,29.8,people/km²,2025,UN via Our World in Data
MAC,geography,population_density,21879.3,people/km²,2025,UN via Our World in Data
LUX,geography,population_density,264.3,people/km²,2025,UN via Our World in Data
LBN,geography,population_density,571.8,people/km²,2025,UN via Our World in Data
LTU,geography,population_density,45.2,people/km²,2025,UN via Our World in Data
LSO,geography,population_density,77.8,people/km²,2025,UN via Our World in Data
LIE,geography,population_density,251.0,people/km²,2025,UN via Our World in Data
LBR,geography,population_density,59.5,people/km²,2025,UN via Our World in Data
JAM,geography,population_density,262.0,people/km²,2025,UN via Our World in Data
GUY,geography,population_density,4.2,people/km²,2025,UN via Our World in Data
MUS,geography,population_density,635.1,people/km²,2025,UN via Our World in Data
ITA,geography,population_density,200.0,people/km²,2025,UN via Our World in Data
HTI,geography,population_density,432.0,people/km²,2025,UN via Our World in Data
NRU,geography,population_density,602.6,people/km²,2025,UN via Our World in Data
HND,geography,population_density,98.4,people/km²,2025,UN via Our World in Data
NAM,geography,population_density,3.8,people/km²,2025,UN via Our World in Data
HKG,geography,population_density,7043.9,people/km²,2025,UN via Our World in Data
MMR,geography,population_density,84.0,people/km²,2025,UN via Our World in Data
HUN,geography,population_density,105.5,people/km²,2025,UN via Our World in Data
MOZ,geography,population_density,45.3,people/km²,2025,UN via Our World in Data
ISL,geography,population_density,3.9,people/km²,2025,UN via Our World in Data
MAR,geography,population_density,86.1,people/km²,2025,UN via Our World in Data
IND,geography,population_density,492.4,people/km²,2025,UN via Our World in Data
MSR,geography,population_density,43.8,people/km²,2025,UN via Our World in Data
MNE,geography,population_density,47.0,people/km²,2025,UN via Our World in Data
IDN,geography,population_density,151.0,people/km²,2025,UN via Our World in Data
MNG,geography,population_density,2.3,people/km²,2025,UN via Our World in Data
IRN,geography,population_density,57.0,people/km²,2025,UN via Our World in Data
MCO,geography,population_density,18410.3,people/km²,2025,UN via Our World in Data
IRQ,geography,population_density,108.3,people/km²,2025,UN via Our World in Data
IRL,geography,population_density,77.1,people/km²,2025,UN via Our World in Data
MDA,geography,population_density,90.9,people/km²,2025,UN via Our World in Data
IMN,geography,population_density,147.6,people/km²,2025,UN via Our World in Data
AFG,geography,population_density,67.2,people/km²,2025,UN via Our World in Data
FSM,geography,population_density,162.4,people/km²,2025,UN via Our World in Data
ISR,geography,population_density,439.8,people/km²,2025,UN via Our World in Data
MEX,geography,population_density,67.9,people/km²,2025,UN via Our World in Data
MYT,geography,population_density,901.1,people/km²,2025,UN via Our World in Data
ECU,geography,population_density,73.6,people/km²,2025,UN via Our World in Data
KNA,geography,population_density,180.6,people/km²,2025,UN via Our World in Data
TLS,geography,population_density,95.4,people/km²,2025,UN via Our World in Data
UGA,geography,population_density,256.3,people/km²,2025,UN via Our World in Data
BLR,geography,population_density,44.3,people/km²,2025,UN via Our World in Data
TUV,geography,population_density,317.2,people/km²,2025,UN via Our World in Data
BEL,geography,population_density,388.3,people/km²,2025,UN via Our World in Data
TCA,geography,population_density,49.3,people/km²,2025,UN via Our World in Data
TKM,geography,population_density,16.2,people/km²,2025,UN via Our World in Data
BLZ,geography,population_density,18.5,people/km²,2025,UN via Our World in Data
TUR,geography,population_density,113.9,people/km²,2025,UN via Our World in Data
BEN,geography,population_density,131.4,people/km²,2025,UN via Our World in Data
BMU,geography,population_density,1195.8,people/km²,2025,UN via Our World in Data
TUN,geography,population_density,79.5,people/km²,2025,UN via Our World in Data
BTN,geography,population_density,20.9,people/km²,2025,UN via Our World in Data
TTO,geography,population_density,294.6,people/km²,2025,UN via Our World in Data
BOL,geography,population_density,11.6,people/km²,2025,UN via Our World in Data
TON,geography,population_density,144.1,people/km²,2025,UN via Our World in Data
BES,geography,population_density,97.4,people/km²,2025,UN via Our World in Data
TKL,geography,population_density,263.2,people/km²,2025,UN via Our World in Data
TGO,geography,population_density,158.0,people/km²,2025,UN via Our World in Data
BIH,geography,population_density,61.3,people/km²,2025,UN via Our World in Data
THA,geography,population_density,140.2,people/km²,2025,UN via Our World in Data
BWA,geography,population_density,4.5,people/km²,2025,UN via Our World in Data
TZA,geography,population_density,79.6,people/km²,2025,UN via Our World in Data
BRA,geography,population_density,25.5,people/km²,2025,UN via Our World in Data
VGB,geography,population_density,265.0,people/km²,2025,UN via Our World in Data
TJK,geography,population_density,77.7,people/km²,2025,UN via Our World in Data
BRB,geography,population_density,657.3,people/km²,2025,UN via Our World in Data
BRN,geography,population_density,88.5,people/km²,2025,UN via Our World in Data
UKR,geography,population_density,67.3,people/km²,2025,UN via Our World in Data
BHR,geography,population_density,2080.2,people/km²,2025,UN via Our World in Data
ASM,geography,population_density,230.3,people/km²,2025,UN via Our World in Data
YEM,geography,population_density,79.1,people/km²,2025,UN via Our World in Data
AND,geography,population_density,176.4,people/km²,2025,UN via Our World in Data
ESH,geography,population_density,2.3,people/km²,2025,UN via Our World in Data
AGO,geography,population_density,31.3,people/km²,2025,UN via Our World in Data
WLF,geography,population_density,80.2,people/km²,2025,UN via Our World in Data
VNM,geography,population_density,324.2,people/km²,2025,UN via Our World in Data
AIA,geography,population_density,163.9,people/km²,2025,UN via Our World in Data
VEN,geography,population_density,32.3,people/km²,2025,UN via Our World in Data
ATG,geography,population_density,214.1,people/km²,2025,UN via Our World in Data
VAT,geography,population_density,1159.1,people/km²,2025,UN via Our World in Data
ARG,geography,population_density,16.8,people/km²,2025,UN via Our World in Data
VUT,geography,population_density,27.5,people/km²,2025,UN via Our World in Data
ARM,geography,population_density,103.7,people/km²,2025,UN via Our World in Data
ABW,geography,population_density,600.9,people/km²,2025,UN via Our World in Data
UZB,geography,population_density,84.1,people/km²,2025,UN via Our World in Data
AUS,geography,population_density,3.5,people/km²,2025,UN via Our World in Data
URY,geography,population_density,19.3,people/km²,2025,UN via Our World in Data
AUT,geography,population_density,110.4,people/km²,2025,UN via Our World in Data
VIR,geography,population_density,240.4,people/km²,2025,UN via Our World in Data
USA,geography,population_density,38.0,people/km²,2025,UN via Our World in Data
AZE,geography,population_density,125.8,people/km²,2025,UN via Our World in Data
GBR,geography,population_density,287.5,people/km²,2025,UN via Our World in Data
BHS,geography,population_density,40.3,people/km²,2025,UN via Our World in Data
ARE,geography,population_density,159.8,people/km²,2025,UN via Our World in Data
BGD,geography,population_density,1349.7,people/km²,2025,UN via Our World in Data
TWN,geography,population_density,652.7,people/km²,2025,UN via Our World in Data
BGR,geography,population_density,61.9,people/km²,2025,UN via Our World in Data
SYR,geography,population_density,139.5,people/km²,2025,UN via Our World in Data
CIV,geography,population_density,102.9,people/km²,2025,UN via Our World in Data
SXM,geography,population_density,1292.5,people/km²,2025,UN via Our World in Data
SGP,geography,population_density,8176.5,people/km²,2025,UN via Our World in Data
HRV,geography,population_density,68.8,people/km²,2025,UN via Our World in Data
SLE,geography,population_density,122.2,people/km²,2025,UN via Our World in Data
CUB,geography,population_density,105.4,people/km²,2025,UN via Our World in Data
SYC,geography,population_density,288.7,people/km²,2025,UN via Our World in Data
CUW,geography,population_density,417.8,people/km²,2025,UN via Our World in Data
SRB,geography,population_density,79.5,people/km²,2025,UN via Our World in Data
CYP,geography,population_density,148.3,people/km²,2025,UN via Our World in Data
SEN,geography,population_density,98.3,people/km²,2025,UN via Our World in Data
CZE,geography,population_density,137.4,people/km²,2025,UN via Our World in Data
SAU,geography,population_density,16.1,people/km²,2025,UN via Our World in Data
COD,geography,population_density,49.8,people/km²,2025,UN via Our World in Data
STP,geography,population_density,250.3,people/km²,2025,UN via Our World in Data
DNK,geography,population_density,150.1,people/km²,2025,UN via Our World in Data
SMR,geography,population_density,560.0,people/km²,2025,UN via Our World in Data
DJI,geography,population_density,51.1,people/km²,2025,UN via Our World in Data
WSM,geography,population_density,78.9,people/km²,2025,UN via Our World in Data
DMA,geography,population_density,87.9,people/km²,2025,UN via Our World in Data
VCT,geography,population_density,256.2,people/km²,2025,UN via Our World in Data
DOM,geography,population_density,242.4,people/km²,2025,UN via Our World in Data
SPM,geography,population_density,24.3,people/km²,2025,UN via Our World in Data
MAF,geography,population_density,499.3,people/km²,2025,UN via Our World in Data
LCA,geography,population_density,295.3,people/km²,2025,UN via Our World in Data
ALB,geography,population_density,101.1,people/km²,2025,UN via Our World in Data
CRI,geography,population_density,100.9,people/km²,2025,UN via Our World in Data
SVK,geography,population_density,113.9,people/km²,2025,UN via Our World in Data
COK,geography,population_density,55.3,people/km²,2025,UN via Our World in Data
BFA,geography,population_density,88.0,people/km²,2025,UN via Our World in Data
CHE,geography,population_density,227.0,people/km²,2025,UN via Our World in Data
BDI,geography,population_density,560.4,people/km²,2025,UN via Our World in Data
KHM,geography,population_density,101.1,people/km²,2025,UN via Our World in Data
SWE,geography,population_density,26.2,people/km²,2025,UN via Our World in Data
CMR,geography,population_density,63.2,people/km²,2025,UN via Our World in Data
SUR,geography,population_density,4.1,people/km²,2025,UN via Our World in Data
CAN,geography,population_density,4.6,people/km²,2025,UN via Our World in Data
SDN,geography,population_density,27.7,people/km²,2025,UN via Our World in Data
CPV,geography,population_density,130.9,people/km²,2025,UN via Our World in Data
LKA,geography,population_density,375.5,people/km²,2025,UN via Our World in Data
CYM,geography,population_density,316.1,people/km²,2025,UN via Our World in Data
DZA,geography,population_density,19.9,people/km²,2025,UN via Our World in Data
ESP,geography,population_density,95.8,people/km²,2025,UN via Our World in Data
TCD,geography,population_density,16.7,people/km²,2025,UN via Our World in Data
SSD,geography,population_density,19.3,people/km²,2025,UN via Our World in Data
KOR,geography,population_density,529.4,people/km²,2025,UN via Our World in Data
CHL,geography,population_density,26.7,people/km²,2025,UN via Our World in Data
CHN,geography,population_density,150.8,people/km²,2025,UN via Our World in Data
ZAF,geography,population_density,53.4,people/km²,2025,UN via Our World in Data
COL,geography,population_density,48.2,people/km²,2025,UN via Our World in Data
SOM,geography,population_density,31.3,people/km²,2025,UN via Our World in Data
COM,geography,population_density,474.4,people/km²,2025,UN via Our World in Data
SLB,geography,population_density,30.0,people/km²,2025,UN via Our World in Data
COG,geography,population_density,19.0,people/km²,2025,UN via Our World in Data
SVN,geography,population_density,105.1,people/km²,2025,UN via Our World in Data
CAF,geography,population_density,8.8,people/km²,2025,UN via Our World in Data
